NC_003902.1	NC_003143.1	89.024	82	9	0	1128320	1128401	2108507	2108588	3.23e-16	96.7
NC_003902.1	NC_003143.1	85.263	95	11	2	4663775	4663867	4211490	4211583	9.72e-16	95.1
NC_003902.1	NC_003143.1	88.750	80	8	1	4663776	4663854	1384539	1384460	2.92e-15	92.7
NC_003902.1	NC_003143.1	87.500	80	9	1	1128320	1128399	3332694	3332616	7.92e-14	88.7
NC_003902.1	NC_003143.1	66.929	381	102	19	2557081	2557449	378720	378352	7.92e-14	87.9
NC_003902.1	NC_003143.1	88.158	76	9	0	1128320	1128395	1273048	1273123	2.38e-13	87.2
NC_003902.1	NC_003143.1	88.158	76	9	0	1128320	1128395	1273151	1273226	2.38e-13	87.2
NC_003902.1	NC_003143.1	87.013	77	10	0	578653	578729	2946109	2946185	7.14e-13	84.8
NC_003902.1	NC_003143.1	87.013	77	10	0	578653	578729	2946414	2946490	7.14e-13	84.8
NC_003902.1	NC_003143.1	84.146	82	8	4	2888678	2888757	348754	348832	1.75e-10	76.8
NC_003902.1	NC_003143.1	84.810	79	8	3	2888681	2888757	1064001	1063925	1.75e-10	76.8
NC_003902.1	NC_003143.1	89.474	57	4	1	1032348	1032404	2946285	2946231	1.28e-07	67.3
NC_003902.1	NC_003143.1	80.247	81	14	2	601676	601755	3148515	3148436	3.86e-07	65.7
